,2,1,1,0.5,0.5,0.25,0.25,0.125,0.125,0
0,36973.24036,44814.58081,35308.2634,41501.30918,35030.77,35318.41561,45234.24735,38983.43332,37166.13587,97178.52695
0.5,24226.06121,18443.51244,20680.02227,12309.44523,24344.49031,17151.02938,22138.34902,28340.71063,21955.63403,42201.85877
0.5,23877.54213,23471.50206,27860.20808,18775.09463,25315.61432,19996.54484,22591.75435,27224.05342,24638.87182,44801.04321
1,15642.0263,18538.25009,16467.57666,17073.21026,16809.30242,14352.96368,13957.11322,13960.49655,15175.11976,41281.33088
1,14887.53352,19363.82495,15861.94682,11940.66914,18710.8082,18707.4247,17140.87905,15628.49275,18132.23223,34614.53138
2,10259.20317,7177.154647,8875.483285,11808.72207,9697.593223,7478.250597,9785.556013,8817.969681,15787.51213,11061.02538
