,0.5,0.5,0.1,0.1,0.1,0.05,0.05,0.05,0,0
0,382650.8101,390868.0127,410218.3947,445274.178,446097.3865,491472.1541,511823.0804,522399.6123,653472.7648,592842.8239
0,400845.3817,409556.0166,486857.3815,482515.8735,473636.4523,515734.4854,501426.3598,506206.7411,682900.6519,672957.0906
0.5,274657.1391,324640.9448,381925.4789,403772.1024,398410.6377,424135.097,474362.8379,456311.6073,555746.9481,545473.1217
0.5,293339.8604,302641.1861,376088.619,349712.109,379705.1076,426893.9094,407414.9013,420552.8764,558250.1809,572304.6128
0.5,323363.8756,299864.2566,405735.2054,383689.7937,374643.7674,434661.7665,437500.4093,455236.8789,585328.4286,578081.8371
1,183743.547,208162.1484,261371.2177,250131.0615,249060.9506,336286.5742,314332.8498,321831.735,455493.9478,470396.4873
